Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day
ADM_3001,2019/10/31,109,168,109,5,103,11,0.037256407148025694,2019-10-31 00:00:00
ADM_2997,2018/11/6,80,229,102,4,80,7,-0.01600824672542733,2018-11-06 00:00:00
ADM_2851,2017/5/2,99,198,104,1,68,12,-0.08878201211310288,2017-05-02 00:00:00
ADM_2371,2012/5/1,91,109,98,9,78,8,0.07103472395319943,2012-05-01 00:00:00
ADM_2683,2014/2/4,137,183,101,14,56,21,-0.017476235102607096,2014-02-04 00:00:00
ADM_2681,2013/8/6,112,160,105,12,83,8,0.0007923607716127101,2013-08-06 00:00:00
ADM_2685,2014/8/5,72,177,83,5,49,5,0.03429181222979727,2014-08-05 00:00:00
ADM_3000,2019/8/1,105,158,92,3,66,8,0.0017039847055533295,2019-08-01 00:00:00
ADM_2852,2017/8/1,77,279,110,7,82,8,0.02655284314323092,2017-08-01 00:00:00
ADM_2999,2019/4/26,127,205,118,10,109,16,-0.019415180958553324,2019-04-26 00:00:00
ADM_3002,2020/1/30,68,184,79,9,87,8,0.04853477374251658,2020-01-30 00:00:00
ADP_2786,2016/11/2,100,211,83,10,40,8,0.035204846438682484,2016-11-02 00:00:00
ADP_2640,2014/10/29,122,251,103,9,48,12,0.008542531898343642,2014-10-29 00:00:00
ADP_2784,2016/4/29,78,115,78,4,33,8,-0.007407363008053669,2016-04-29 00:00:00
ADP_2782,2015/10/28,93,174,97,7,57,17,-0.02679063566799722,2015-10-28 00:00:00
ADP_2630,2012/1/25,167,232,128,4,40,12,0.003349196105622232,2012-01-25 00:00:00
ADP_2938,2018/1/31,89,239,146,10,59,8,0.023342436485494392,2018-01-31 00:00:00
ADP_2785,2016/7/29,91,163,91,6,55,13,-0.03030640256137385,2016-07-29 00:00:00
ADP_2942,2019/5/1,80,223,88,9,59,7,-0.04203420942736802,2019-05-01 00:00:00
ADP_2943,2019/7/31,105,281,120,11,46,11,0.009212147105823965,2019-07-31 00:00:00
ADP_2635,2013/8/1,167,321,150,7,42,13,-0.0033291921093379084,2013-08-01 00:00:00
ADP_2639,2014/7/31,105,239,148,12,62,10,-0.010225180554343516,2014-07-31 00:00:00
ADP_2783,2016/2/3,80,142,82,5,45,15,-0.00024335698566391173,2016-02-03 00:00:00
ADP_2636,2013/10/30,151,220,102,3,50,5,-0.026850079477974357,2013-10-30 00:00:00
ADP_2632,2012/11/1,177,205,100,9,46,16,0.027167342529559768,2012-11-01 00:00:00
ADP_2790,2017/11/2,94,222,88,7,57,5,-0.009185486776190131,2017-11-02 00:00:00
ADP_2637,2014/2/5,149,294,111,17,44,10,-0.01894602593050998,2014-02-05 00:00:00
ADP_2944,2019/10/30,88,229,99,16,27,7,0.008106565439944147,2019-10-30 00:00:00
ADP_2638,2014/4/30,128,262,118,8,82,28,0.012599028119476774,2014-04-30 00:00:00
ADP_2781,2015/7/30,113,216,117,3,58,28,-0.02683992206416552,2015-07-30 00:00:00
ADP_2642,2015/4/30,91,238,117,7,34,12,-0.009954309406215223,2015-04-30 00:00:00
ADP_2941,2018/10/31,86,298,108,8,40,2,0.049686781270263713,2018-10-31 00:00:00
ADP_2631,2012/5/1,160,270,135,14,62,12,-0.007371477616332389,2012-05-01 00:00:00
ADP_2940,2018/8/1,100,235,117,10,50,3,-0.01763097107906275,2018-08-01 00:00:00
ADP_2633,2013/2/5,182,275,147,5,49,5,0.02821161310959308,2013-02-05 00:00:00
ADP_2641,2015/2/4,121,296,159,10,45,8,0.016913348035345832,2015-02-04 00:00:00
ADP_2788,2017/5/3,146,174,130,14,52,14,-0.062493989678862,2017-05-03 00:00:00
ADP_2939,2018/5/2,100,248,99,3,51,7,0.0274410304974122,2018-05-02 00:00:00
ADS_1209,2014/10/16,85,167,75,4,51,6,0.05643540151687754,2014-10-16 00:00:00
ADS_1202,2013/1/31,84,116,95,8,69,5,0.02704470014863025,2013-01-31 00:00:00
ADS_1614,2012/7/19,103,127,82,4,69,8,0.012623148189363498,2012-07-19 00:00:00
ADS_1206,2014/2/6,81,150,83,4,43,5,0.10397092725030176,2014-02-06 00:00:00
ADS_1361,2015/10/22,66,159,65,6,36,2,0.06726342931629703,2015-10-22 00:00:00
ADS_1205,2013/10/17,55,146,85,5,35,3,0.007006970564389814,2013-10-17 00:00:00
ADS_1362,2016/1/28,78,134,80,3,40,7,-0.19367910235290156,2016-01-28 00:00:00
ADS_1519,2018/7/19,147,98,99,3,34,8,0.004598755573691936,2018-07-19 00:00:00
ADS_1367,2017/4/20,112,119,74,4,40,4,0.08302857288154786,2017-04-20 00:00:00
ADS_1204,2013/7/30,72,127,100,4,46,8,0.008124140838890126,2013-07-30 00:00:00
ADS_1203,2013/4/18,69,160,81,3,75,2,0.007892999275620259,2013-04-18 00:00:00
ADS_1365,2016/10/20,165,131,85,7,82,6,-0.04660580390971125,2016-10-20 00:00:00
ADS_1368,2017/7/20,133,113,66,2,42,3,-0.09452435691380698,2017-07-20 00:00:00
ADS_1523,2019/7/18,87,143,88,4,40,8,0.048162360636010204,2019-07-18 00:00:00
ADS_1207,2014/4/17,69,142,102,8,67,3,-0.0719885228854672,2014-04-17 00:00:00
ADS_1516,2017/10/19,152,115,68,6,32,4,0.019353700299697074,2017-10-19 00:00:00
ADS_1364,2016/7/21,98,165,79,15,30,4,0.06431960541462045,2016-07-21 00:00:00
ADS_1613,2012/10/18,67,184,101,4,65,10,0.04445243539832311,2012-10-18 00:00:00
ADS_1616,2012/2/2,67,143,72,10,73,5,0.012070951374689498,2012-02-02 00:00:00
ADS_1615,2012/4/19,82,149,93,3,64,9,0.0007853471524394973,2012-04-19 00:00:00
ADS_1522,2019/4/25,95,107,76,2,47,4,-0.06565538303309726,2019-04-25 00:00:00
ADS_1521,2019/2/7,113,96,75,4,43,3,-0.09834335090734993,2019-02-07 00:00:00
ADS_1517,2018/1/25,126,142,105,5,58,5,-0.025588594476658063,2018-01-25 00:00:00
ADS_1363,2016/4/21,146,139,89,9,49,8,-0.07030099208037187,2016-04-21 00:00:00
ADS_1524,2019/10/24,110,135,70,2,58,14,-0.13526183907735626,2019-10-24 00:00:00
ADS_1518,2018/4/19,120,84,89,5,44,3,-0.009128771792848768,2018-04-19 00:00:00
ADS_1208,2014/7/17,73,137,82,8,63,6,-0.0005452062606446928,2014-07-17 00:00:00
ADS_1210,2015/2/5,74,108,86,6,66,4,-0.04306922558306714,2015-02-05 00:00:00
ADS_1212,2015/7/23,68,142,85,2,41,9,-0.057509383682295974,2015-07-23 00:00:00
ADSK_3046,2018/8/23,74,156,50,1,57,11,-0.004600590562148343,2018-08-23 00:00:00
ADSK_2653,2013/2/25,91,179,104,1,46,10,-0.034027985247153884,2013-02-25 00:00:00
ADSK_2656,2013/11/21,68,108,70,9,43,1,0.02810577757251731,2013-11-21 00:00:00
ADSK_2793,2014/8/14,99,130,71,19,40,3,0.008782897575345894,2014-08-14 00:00:00
ADSK_2797,2015/8/28,81,122,101,9,62,3,-0.04959999084472655,2015-08-28 00:00:00
ADSK_3041,2019/11/26,60,158,59,10,40,17,0.011369008251021828,2019-11-26 00:00:00
ADSK_2652,2012/11/15,103,142,79,3,36,10,0.001971073090989428,2012-11-15 00:00:00
ADSK_3043,2019/5/23,68,179,65,6,22,5,-0.025800181144965958,2019-05-23 00:00:00
ADSK_2949,2017/5/18,82,147,77,7,50,11,0.01979355737138988,2017-05-18 00:00:00
ADSK_2650,2012/5/17,79,120,98,1,36,6,-0.032320977072701866,2012-05-17 00:00:00
ADSK_2791,2014/2/26,81,144,73,11,50,3,0.0010977199681396763,2014-02-26 00:00:00
ADSK_2792,2014/5/16,67,164,77,7,55,6,0.08051021536367342,2014-05-16 00:00:00
ADSK_2800,2016/5/20,65,116,81,5,77,5,-0.02312242386074548,2016-05-20 00:00:00
ADSK_3047,2018/5/25,85,150,76,2,38,10,-0.04441403865728366,2018-05-25 00:00:00
ADSK_3044,2019/2/28,70,161,78,5,43,9,-0.007730729741282305,2019-02-28 00:00:00
ADSK_2795,2015/2/27,65,136,76,9,82,4,0.052942134586099636,2015-02-27 00:00:00
ADSK_3045,2018/11/20,58,177,69,4,52,14,-0.0213933104637567,2018-11-20 00:00:00
ADSK_2796,2015/5/20,102,116,106,3,57,8,0.0010431393048244695,2015-05-20 00:00:00
ADSK_2798,2015/11/19,70,121,79,3,60,8,0.01861223493303576,2015-11-19 00:00:00
ADSK_2946,2016/8/25,80,116,65,9,66,5,0.008390099879006963,2016-08-25 00:00:00
ADSK_2655,2013/8/22,82,156,72,12,41,7,0.014317859391454137,2013-08-22 00:00:00
ADSK_2952,2018/3/6,81,114,76,6,74,9,0.00841255133249974,2018-03-06 00:00:00
ADSK_2651,2012/8/23,158,94,74,3,43,6,0.006198855891836663,2012-08-23 00:00:00
ADSK_2950,2017/8/24,96,134,54,7,65,11,-0.00036150849503591154,2017-08-24 00:00:00
ADSK_2794,2014/11/20,69,106,68,13,53,3,-0.011675103968253442,2014-11-20 00:00:00
ADSK_2947,2016/11/29,75,93,63,4,55,5,0.0010641371472457364,2016-11-29 00:00:00
ADSK_3042,2019/8/27,116,170,71,3,33,11,0.01630584311466765,2019-08-27 00:00:00
ADSK_2649,2012/2/23,65,140,70,2,45,5,0.011652607546736249,2012-02-23 00:00:00
AEE_1313,2016/2/19,123,169,98,77,64,9,-0.01469317897821498,2016-02-19 00:00:00
AEE_1125,2013/2/20,105,102,102,81,44,19,0.00661845351675705,2013-02-20 00:00:00
AEE_1312,2015/11/6,84,141,66,40,73,7,-0.03339393924163092,2015-11-06 00:00:00
AEE_1127,2013/8/1,106,96,84,93,52,14,0.01368326849981627,2013-08-01 00:00:00
AEE_1462,2019/5/9,51,97,59,32,40,9,0.0075672773389663375,2019-05-09 00:00:00
AEE_990,2012/11/9,106,104,86,55,38,27,-0.03619045681423616,2012-11-09 00:00:00
AEE_988,2012/5/4,120,103,105,55,50,47,-0.0018501810893118973,2012-05-04 00:00:00
AEE_1316,2016/11/4,42,107,45,31,35,8,0.0059099432918465755,2016-11-04 00:00:00
AEE_1318,2017/5/4,80,126,73,87,80,10,0.010508843605926854,2017-05-04 00:00:00
AEE_1314,2016/5/11,94,104,94,69,48,7,-0.01048085333194526,2016-05-11 00:00:00
AEE_1590,2017/11/3,78,138,66,76,78,19,-0.0020860248516020308,2017-11-03 00:00:00
AEE_1315,2016/8/5,68,119,60,41,39,7,-0.016203706599448364,2016-08-05 00:00:00
AEE_1132,2014/11/6,62,105,69,37,34,8,-0.022580721716086383,2014-11-06 00:00:00
AEE_1458,2018/5/9,40,82,62,50,34,11,-0.012124382859937109,2018-05-09 00:00:00
AEE_1461,2019/2/14,57,199,91,24,46,13,-0.01470166735925804,2019-02-14 00:00:00
AEE_987,2012/2/23,123,128,104,56,45,23,0.008793931468436876,2012-02-23 00:00:00
AEE_1589,2018/2/16,67,151,75,46,42,13,0.001066501512284157,2018-02-16 00:00:00
AEE_1134,2015/5/7,84,104,76,54,58,8,0.0007431903588792642,2015-05-07 00:00:00
AEE_989,2012/8/2,103,115,88,67,44,28,-0.0076628981400511656,2012-08-02 00:00:00
AEE_1459,2018/8/3,64,157,65,51,53,4,0.011008585075869435,2018-08-03 00:00:00
AEE_1126,2013/5/3,134,120,120,98,39,10,0.016124492540289248,2013-05-03 00:00:00
AEE_1463,2019/8/2,74,124,56,29,40,13,-0.011743235034530342,2019-08-02 00:00:00
AEE_1319,2017/8/4,61,122,52,51,50,10,0.008771929824561429,2017-08-04 00:00:00
AEE_1464,2019/11/8,69,133,61,58,48,7,-0.010987534838568735,2019-11-08 00:00:00
AEE_1317,2017/2/16,67,147,47,42,50,11,0.007613203353854958,2017-02-16 00:00:00
AEE_1129,2014/2/21,124,181,90,64,62,7,0.053336759123352895,2014-02-21 00:00:00
AEE_1460,2018/10/31,59,223,81,40,67,9,-0.006461510291466355,2018-10-31 00:00:00
AEE_1128,2013/11/7,87,106,76,37,43,7,-0.01010108478823124,2013-11-07 00:00:00
AEP_1292,2016/7/28,105,108,69,61,51,2,0.0008712976773446178,2016-07-28 00:00:00
AEP_1295,2017/7/27,64,141,71,58,41,6,0.017566613021053668,2017-07-27 00:00:00
AEP_1444,2019/1/24,79,137,65,37,49,7,0.009609113663709312,2019-01-24 00:00:00
AEP_1112,2013/10/23,115,131,68,31,59,13,0.02829351750236841,2013-10-23 00:00:00
AEP_1114,2014/4/25,84,180,86,35,56,8,0.020064957009755743,2014-04-25 00:00:00
AEP_1447,2019/10/24,65,162,66,40,33,8,0.013553565715873628,2019-10-24 00:00:00
AEP_1297,2018/1/25,79,150,86,61,70,9,0.017815326102566198,2018-01-25 00:00:00
AEP_1117,2015/1/28,57,179,68,38,42,11,-0.013540839406766758,2015-01-28 00:00:00
AEP_1106,2012/4/20,68,109,95,36,27,22,0.011612627302560964,2012-04-20 00:00:00
AEP_1443,2018/10/25,51,130,77,53,48,6,-0.02673367798218862,2018-10-25 00:00:00
AEP_1118,2015/4/23,98,151,64,33,64,5,0.01353762280892723,2015-04-23 00:00:00
AEP_1289,2015/10/22,103,146,109,66,103,12,0.0039022658227905187,2015-10-22 00:00:00
AEP_1119,2015/7/23,93,157,101,27,85,14,-0.011229830504727034,2015-07-23 00:00:00
AEP_1291,2016/4/29,108,140,99,48,45,5,0.006977459833918509,2016-04-29 00:00:00
AEP_1293,2017/1/26,95,123,89,65,47,7,0.0017591654005915116,2017-01-26 00:00:00
AEP_1107,2012/7/20,91,101,69,49,42,13,-0.0016666594005766422,2012-07-20 00:00:00
AEP_1113,2014/1/27,104,182,79,31,50,5,0.008766299837486002,2014-01-27 00:00:00
AEP_1442,2018/7/25,84,140,72,42,53,11,0.004633647641715033,2018-07-25 00:00:00
AEP_1290,2016/1/28,87,152,73,52,63,6,0.021653242240362136,2016-01-28 00:00:00
AEP_1116,2014/10/23,105,129,80,44,69,11,-0.011444910776192696,2014-10-23 00:00:00
AEP_1441,2018/4/26,65,169,103,76,41,2,0.00984223970500997,2018-04-26 00:00:00
AEP_1445,2019/4/25,67,94,36,31,27,9,0.009640623903251822,2019-04-25 00:00:00
AEP_1109,2013/2/15,139,283,161,109,85,46,0.008041112501019354,2013-02-15 00:00:00
AEP_1446,2019/7/25,79,151,67,58,62,7,-0.005914504806237564,2019-07-25 00:00:00
AEP_1296,2017/10/26,56,103,52,18,28,2,0.002446321020609377,2017-10-26 00:00:00
AEP_1111,2013/7/25,110,140,68,26,56,13,-0.012289773214690049,2013-07-25 00:00:00
AEP_1115,2014/7/25,80,141,63,21,44,16,-0.014626867716733716,2014-07-25 00:00:00
AES_600,2018/2/27,76,114,69,29,56,18,0.07368425567634729,2018-02-27 00:00:00
AES_272,2012/2/27,65,139,90,11,56,23,-0.007246404354172786,2012-02-27 00:00:00
AES_604,2019/2/27,39,117,65,13,46,8,-0.007518858370822112,2019-02-27 00:00:00
AES_801,2017/5/8,58,119,65,27,51,12,-0.0008833282223578154,2017-05-08 00:00:00
AES_275,2012/11/7,72,108,82,27,69,14,-0.03912212455351116,2012-11-07 00:00:00
AES_444,2016/2/24,73,106,68,9,51,6,0.04697284058965345,2016-02-24 00:00:00
AES_277,2013/8/8,70,112,93,28,42,18,0.020202038165794575,2013-08-08 00:00:00
AES_803,2017/11/2,65,119,41,32,69,15,0.02081364932645502,2017-11-02 00:00:00
AES_605,2019/5/7,53,101,66,27,28,9,-0.01665667984488406,2019-05-07 00:00:00
AES_602,2018/8/7,43,120,81,32,53,9,-0.013748160968082956,2018-08-07 00:00:00
AES_276,2013/2/27,67,127,91,45,50,30,0.0630137485001403,2013-02-27 00:00:00
AES_273,2012/5/4,50,97,77,26,41,9,-0.010647019986467332,2012-05-04 00:00:00
AES_442,2015/8/10,81,173,96,29,58,18,0.003164553858114205,2015-08-10 00:00:00
AES_278,2013/11/7,60,121,89,28,65,18,-0.024911058841161515,2013-11-07 00:00:00
AES_281,2014/8/7,78,116,98,36,42,13,0.0020891843567389934,2014-08-07 00:00:00
AES_800,2017/2/27,83,156,75,32,70,11,-0.0662196095259352,2017-02-27 00:00:00
AES_447,2016/11/4,69,129,77,53,71,15,0.030638268653382594,2016-11-04 00:00:00
AES_606,2019/8/6,55,125,39,27,46,7,-0.037990189776517684,2019-08-06 00:00:00
AES_802,2017/8/8,71,109,58,24,60,19,0.025225200301670414,2017-08-08 00:00:00
AES_274,2012/8/6,84,137,86,32,61,19,-0.044081629539022615,2012-08-06 00:00:00
AES_607,2019/11/6,48,104,60,32,51,10,0.028504930534897444,2019-11-06 00:00:00
AES_439,2014/11/6,105,112,111,28,58,19,-0.0637992402736327,2014-11-06 00:00:00
AES_446,2016/8/5,64,124,71,32,44,18,-0.014504456679209188,2016-08-05 00:00:00
AES_603,2018/11/6,35,104,66,26,53,7,0.06237561732535801,2018-11-06 00:00:00
AES_279,2014/2/26,64,122,113,21,72,15,-0.008397472769728466,2014-02-26 00:00:00
AES_441,2015/5/11,68,121,57,14,23,19,0.0014641623709432672,2015-05-11 00:00:00
AES_445,2016/5/9,63,114,68,29,59,11,0.007220209770479435,2016-05-09 00:00:00
AET_595,2016/10/27,148,159,99,18,42,7,-0.0016214782606245315,2016-10-27 00:00:00
AET_597,2017/5/2,77,162,102,6,38,3,0.015572487950152647,2017-05-02 00:00:00
AET_434,2014/2/6,82,165,104,9,59,8,-0.0051266806991506755,2014-02-06 00:00:00
AET_261,2012/7/31,73,160,89,17,64,12,-0.02907910700338989,2012-07-31 00:00:00
AET_438,2015/2/3,68,192,116,21,46,11,0.02125351397233155,2015-02-03 00:00:00
AET_594,2016/8/2,129,164,141,18,49,11,0.011009193270667295,2016-08-02 00:00:00
AET_437,2014/10/28,94,159,156,15,65,3,-0.024627392532539868,2014-10-28 00:00:00
AET_264,2013/4/30,56,175,87,15,55,9,0.022792001117782457,2013-04-30 00:00:00
AET_589,2015/4/28,71,136,78,21,30,8,0.032360635463213105,2015-04-28 00:00:00
AET_435,2014/4/24,83,188,95,11,59,10,0.058772242158364525,2014-04-24 00:00:00
AET_598,2017/8/3,74,177,90,9,45,3,0.02455724220028288,2017-08-03 00:00:00
AET_596,2017/1/31,119,179,114,34,53,8,0.016279680753863438,2017-01-31 00:00:00
AET_258,2012/4/26,74,158,116,23,38,5,0.0,2012-06-18 00:00:00
AET_263,2013/1/31,99,199,105,26,81,7,-0.014708911327499853,2013-01-31 00:00:00
AET_432,2013/7/30,34,145,92,10,61,7,-0.007097803661026303,2013-07-30 00:00:00
AET_591,2015/10/29,73,160,109,9,64,4,0.03375033731797705,2015-10-29 00:00:00
AET_599,2017/10/31,96,186,70,13,70,5,-0.007008100088676139,2017-10-31 00:00:00
AET_590,2015/8/4,92,188,143,13,66,8,0.01230337915998625,2015-08-04 00:00:00
AET_262,2012/10/25,52,159,83,21,56,5,0.010921491101339996,2012-10-25 00:00:00
AET_436,2014/7/29,74,177,148,16,61,11,-0.03466166531459736,2014-07-29 00:00:00
AET_593,2016/4/29,95,152,127,22,43,8,-0.02058798453195632,2016-04-29 00:00:00
AFL_234,2014/4/30,106,114,115,9,55,7,-0.010101000370632551,2014-04-30 00:00:00
AFL_228,2012/10/24,102,176,128,14,47,11,-0.004430149443800047,2012-10-24 00:00:00
AFL_227,2012/7/25,109,151,108,13,71,13,-0.01737266859314024,2012-07-25 00:00:00
AFL_574,2019/7/26,98,157,78,14,46,8,0.0022317078456977053,2019-07-26 00:00:00
AFL_414,2017/10/26,69,134,69,8,42,11,-0.00523376285242616,2017-10-26 00:00:00
AFL_229,2013/2/6,112,183,105,9,52,11,-0.04318566649477118,2013-02-06 00:00:00
AFL_406,2015/10/28,67,182,102,18,54,12,0.01314327785118552,2015-10-28 00:00:00
AFL_413,2017/7/28,85,166,74,13,53,6,0.029304906980648363,2017-07-28 00:00:00
AFL_410,2016/10/28,72,150,102,6,59,17,-0.024213031910125027,2016-10-28 00:00:00
AFL_232,2013/10/30,71,122,113,17,83,17,-0.029552288909456607,2013-10-30 00:00:00
AFL_569,2018/4/26,93,150,99,19,46,9,0.005945837011031463,2018-04-26 00:00:00
AFL_405,2015/7/29,84,157,94,9,43,9,0.03545642579095132,2015-07-29 00:00:00
AFL_575,2019/10/25,89,104,58,12,37,8,0.013318054222842823,2019-10-25 00:00:00
AFL_576,2020/2/5,83,182,83,8,67,9,,
AFL_408,2016/4/27,98,147,89,9,70,8,0.019411760218003282,2016-04-27 00:00:00
AFL_412,2017/4/28,86,161,111,7,60,14,-0.0022652337298720853,2017-04-28 00:00:00
AFL_403,2015/2/4,97,135,110,22,81,9,0.026908108791369845,2015-02-04 00:00:00
AFL_409,2016/7/29,99,134,99,18,67,16,-0.014184409708893675,2016-07-29 00:00:00
AFL_231,2013/7/31,79,94,103,8,59,6,0.013640129036448291,2013-07-31 00:00:00
AFL_411,2017/2/1,88,152,84,4,56,7,-0.04072008231331015,2017-02-01 00:00:00
AFL_233,2014/2/5,97,111,95,4,51,5,0.004717701237533235,2014-02-05 00:00:00
AFL_230,2013/4/25,90,114,119,17,40,9,0.01958879547385739,2013-04-25 00:00:00
AFL_570,2018/7/27,84,169,90,9,67,11,0.04278319145253562,2018-07-27 00:00:00
AFL_568,2018/2/1,60,166,81,24,59,14,0.016893486901574658,2018-02-01 00:00:00
AFL_404,2015/4/29,63,112,87,17,72,4,-0.008692914848043356,2015-04-29 00:00:00
AFL_407,2016/2/2,113,151,126,11,48,9,0.013625915424426038,2016-02-02 00:00:00
AFL_401,2014/7/30,80,141,104,13,110,6,-0.02787453814612717,2014-07-30 00:00:00
AFL_751,2012/2/1,175,202,174,14,67,33,0.0006219941858096599,2012-02-01 00:00:00
AFL_573,2019/4/26,69,137,76,13,60,15,0.00711668304085511,2019-04-26 00:00:00
AGN_1226,2015/11/4,103,141,73,10,46,17,-0.005302072819514003,2015-11-04 00:00:00
AGN_1215,2013/10/29,98,160,92,14,61,8,0.05765805311200944,2013-10-29 00:00:00
AGN_1372,2017/2/8,112,196,107,11,68,18,0.03679978305375076,2017-02-08 00:00:00
AGN_1068,2012/8/1,109,142,108,13,69,6,0.011820610912259166,2012-08-01 00:00:00
AGN_1531,2019/5/7,106,179,86,17,81,22,-0.043313441624338256,2019-05-07 00:00:00
AGN_1213,2013/7/31,100,141,117,10,66,11,-0.00819914736531735,2013-07-31 00:00:00
AGN_1530,2019/1/29,132,158,81,12,60,25,-0.085512679535242,2019-01-29 00:00:00
AGN_1527,2018/4/30,153,220,120,11,91,32,-0.051777337307298166,2018-04-30 00:00:00
AGN_1221,2014/10/27,94,116,89,7,53,9,-0.007905834231254572,2014-10-27 00:00:00
AGN_1071,2013/2/5,78,125,94,15,58,5,-0.0012694819205364414,2013-02-05 00:00:00
AGN_1218,2014/5/7,79,136,84,16,54,3,-0.0058565993755003145,2014-05-07 00:00:00
AGN_1371,2016/11/2,119,182,82,20,48,12,-0.051569589367801205,2016-11-02 00:00:00
AGN_1225,2015/8/6,102,180,59,9,79,21,-0.05100407759209935,2015-08-06 00:00:00
AGN_1612,2012/2/2,93,162,111,5,71,4,-0.0018622077352270503,2012-02-02 00:00:00
AGN_1069,2012/10/30,98,153,89,12,59,19,-0.007964017154514114,2012-10-31 00:00:00
AGN_1369,2016/5/10,107,267,110,17,79,27,0.052828566428565926,2016-05-10 00:00:00
AGN_1528,2018/7/26,126,224,88,10,44,22,0.004297882140848808,2018-07-26 00:00:00
AGN_1373,2017/5/9,94,176,88,31,56,15,-0.014217823867723078,2017-05-09 00:00:00
AGN_1529,2018/10/30,108,162,86,8,49,12,-0.07554663206134915,2018-10-30 00:00:00
AGN_1224,2015/5/11,117,170,76,14,50,21,0.030462340984370506,2015-05-11 00:00:00
AGN_1375,2017/11/1,142,167,104,20,94,24,0.04147156960278342,2017-11-01 00:00:00
AGN_1227,2016/2/22,76,164,72,19,51,5,0.03651861223651398,2016-02-22 00:00:00
AGN_1526,2018/2/6,149,192,127,19,68,32,0.020181829279119382,2018-02-06 00:00:00
AGN_1219,2014/7/21,105,139,118,18,61,13,-0.00939585599865278,2014-07-21 00:00:00
AGN_1374,2017/8/3,153,254,138,23,53,22,0.0007195137094899717,2017-08-03 00:00:00
AGN_1216,2014/2/5,75,139,104,12,79,6,-0.006700476876329797,2014-02-05 00:00:00
AIG_2139,2017/8/3,134,225,103,13,48,7,0.002427860834752993,2017-08-03 00:00:00
AIG_1975,2016/8/3,172,181,116,26,44,14,0.07314368542881455,2016-08-03 00:00:00
AIG_1974,2016/5/3,179,183,104,16,54,11,-0.01148615522400176,2016-05-03 00:00:00
AIG_2137,2017/2/15,289,304,131,50,75,19,-0.09029751787472827,2017-02-15 00:00:00
AIG_1968,2014/11/4,91,198,85,26,36,13,-0.007434901800260629,2014-11-04 00:00:00
AIG_1772,2013/2/22,115,198,81,20,42,9,0.031384174408619625,2013-02-22 00:00:00
AIG_1965,2014/2/14,160,167,93,36,45,7,-0.012300879380411356,2014-02-14 00:00:00
AIG_2138,2017/5/4,207,223,105,19,47,9,0.01836199604496369,2017-05-04 00:00:00
AIG_2305,2019/5/7,161,183,143,6,63,23,0.06771383114794616,2019-05-07 00:00:00
AIG_1640,2018/5/3,168,229,100,25,41,11,-0.052881136356854215,2018-05-03 00:00:00
AIG_1641,2016/11/3,215,194,90,24,54,13,-0.039636626613079866,2016-11-03 00:00:00
AIG_1768,2012/2/24,126,181,128,22,37,20,0.015005361905266138,2012-02-24 00:00:00
AIG_2140,2017/11/3,195,203,110,25,62,16,-0.045860313988666745,2017-11-03 00:00:00
AIG_2136,2016/12/6,80,116,67,12,26,8,-0.0003114959838164122,2016-12-06 00:00:00
AIG_1769,2012/5/4,122,193,101,19,36,29,-0.03837134100801865,2012-05-04 00:00:00
AIG_2303,2018/11/1,184,150,117,17,54,19,0.04432060973070207,2018-11-01 00:00:00
AIG_2307,2019/11/1,187,227,128,23,41,18,0.015105726036447331,2019-11-01 00:00:00
AIG_1964,2013/11/1,122,196,116,9,28,20,-0.06524690507305242,2013-11-01 00:00:00
AIG_2306,2019/8/8,129,234,98,16,52,30,0.044293325752081225,2019-08-08 00:00:00
AIG_1972,2015/11/3,151,160,83,23,33,27,-0.04361472420439716,2015-11-03 00:00:00
AIG_1642,2013/8/2,130,215,104,30,76,13,0.0267686880050908,2013-08-02 00:00:00
AIG_1973,2016/2/12,168,184,133,25,81,14,0.04908946001118286,2016-02-12 00:00:00
AIG_2304,2019/2/14,258,231,249,14,56,47,-0.09031239590098784,2019-02-14 00:00:00
AIG_1771,2012/11/2,138,150,100,34,42,19,-0.0715909205438674,2012-11-02 00:00:00
AIG_1773,2013/5/3,116,182,110,19,49,10,0.05672915568609449,2013-05-03 00:00:00
AIG_2141,2018/2/9,162,203,109,24,45,12,0.03328761980165673,2018-02-09 00:00:00
AIG_2308,2020/2/13,155,231,113,18,79,28,,
AIG_1966,2014/5/6,144,154,89,28,43,7,-0.0413505359389047,2014-05-06 00:00:00
AIG_1969,2015/2/13,143,159,117,18,40,13,0.028789290744875462,2015-02-13 00:00:00
AIV_1990,2015/11/4,80,159,110,3,69,15,-0.03554322945534927,2015-11-04 00:00:00
AIV_2151,2019/5/3,44,121,60,16,26,8,0.020179328089226182,2019-05-03 00:00:00
AIV_2154,2020/1/31,84,118,58,10,44,6,-0.008651478283129288,2020-01-31 00:00:00
AIV_1989,2015/7/31,60,147,64,8,47,15,-0.008624970920431685,2015-07-31 00:00:00
AIV_2150,2019/2/5,58,99,69,7,34,5,-0.0012143568807186922,2019-02-05 00:00:00
