Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26,nearest_day_return,nearest_day
ACN_498,2015/12/17,14,57,22,0,15,3,960,66,50,89,64,4,28,1,918,300,-0.05335533184018781,2015-12-17 00:00:00
ACN_344,2013/3/28,29,105,37,4,30,4,1182,210,41,81,34,8,33,3,426,402,0.014556677447466138,2013-03-28 00:00:00
ACN_725,2013/12/19,15,67,26,0,17,2,882,102,34,78,58,8,32,6,546,300,0.05144140767469452,2013-12-19 00:00:00
ACN_672,2018/9/27,12,73,23,2,23,2,1206,78,42,82,57,4,19,3,534,210,-0.01688152944636634,2018-09-27 00:00:00
ACN_675,2019/6/27,18,96,26,1,15,3,1182,78,45,77,42,5,30,2,654,234,-0.0016911110289806741,2019-06-27 00:00:00
ACN_669,2017/12/21,6,84,27,3,15,2,1158,60,38,105,47,6,27,5,798,330,0.016144955177872733,2017-12-21 00:00:00
ACN_343,2012/12/19,23,77,23,4,18,3,1020,132,48,78,46,15,35,3,438,354,-0.010123751306206574,2012-12-19 00:00:00
ACN_664,2016/9/29,18,74,21,0,16,2,1116,60,40,104,77,3,38,2,828,306,0.042777520775792784,2016-09-29 00:00:00
ACN_676,2019/9/26,15,81,18,1,15,5,1026,78,48,56,35,3,20,2,654,228,0.006548960192682696,2019-09-26 00:00:00
ACN_721,2014/12/18,19,70,23,1,19,5,996,72,56,115,51,20,24,2,756,306,0.05205151996674196,2014-12-18 00:00:00
ACN_722,2014/9/24,15,89,19,2,24,3,1026,78,26,96,59,10,41,3,672,270,0.007537669417370107,2014-09-24 00:00:00
ACN_663,2016/6/23,13,79,23,1,16,2,984,54,43,113,58,2,45,5,612,174,-0.0010081081947248551,2016-06-23 00:00:00
ACN_666,2017/3/23,14,86,20,3,21,4,1164,66,52,99,51,7,41,3,624,216,-0.04522454988051328,2017-03-23 00:00:00
ACN_671,2018/6/28,15,65,24,5,13,2,1044,42,44,141,35,4,35,2,600,240,0.05896745125566261,2018-06-28 00:00:00
ADBE_469,2016/3/17,7,99,31,0,17,7,852,24,42,109,30,0,23,3,450,258,0.02030170072247772,2016-03-17 00:00:00
ADBE_632,2019/6/18,8,98,24,2,16,7,810,36,40,120,29,1,17,0,690,186,0.004281540818754648,2019-06-18 00:00:00
ADBE_631,2019/3/14,7,102,35,2,19,11,948,48,51,125,46,2,12,1,588,276,0.01251984831478059,2019-03-14 00:00:00
ADBE_628,2018/6/14,8,107,37,3,19,8,750,30,52,119,29,3,22,1,792,270,0.0076914113268551345,2018-06-14 00:00:00
ADBE_305,2012/9/19,10,114,37,2,38,2,906,72,25,80,40,1,33,1,510,156,0.01688668229087975,2012-09-19 00:00:00
ADBE_468,2015/12/10,8,114,34,2,17,4,1086,72,54,124,40,4,18,4,744,336,-0.006699402528774656,2015-12-10 00:00:00
ADBE_464,2014/9/16,7,110,19,4,24,2,738,30,43,114,46,10,17,3,624,174,0.0065462748803557505,2014-09-16 00:00:00
ADBE_461,2013/12/12,19,121,32,6,29,2,1200,90,48,105,41,3,18,1,468,216,-0.011896005095944129,2013-12-12 00:00:00
ADBE_472,2016/12/15,17,137,46,3,29,4,1188,96,45,109,26,1,20,2,546,276,-0.0067101323207146004,2016-12-15 00:00:00
ADBE_304,2012/6/19,9,80,19,2,19,3,636,30,45,59,44,4,24,3,618,396,0.007968075789837048,2012-06-19 00:00:00
ADBE_625,2017/9/19,6,102,25,1,21,4,846,18,58,152,43,3,39,2,756,264,0.005328380357510376,2017-09-19 00:00:00
ADBE_634,2019/12/12,10,112,40,0,19,6,1218,72,29,111,37,0,18,2,522,228,0.0073088868508559566,2019-12-12 00:00:00
ADBE_473,2017/3/16,10,82,22,1,27,6,708,54,37,82,28,2,24,0,594,144,0.001965423491687268,2017-03-16 00:00:00
ADBE_462,2014/3/18,9,83,14,1,21,1,594,36,35,98,36,5,37,0,474,234,0.005134201019834085,2014-03-18 00:00:00
ADBE_467,2015/9/18,5,120,17,4,18,4,684,54,52,136,64,9,36,2,750,306,0.01170467525815111,2015-09-18 00:00:00
ADBE_460,2013/9/17,12,85,20,3,14,2,798,42,38,82,37,5,19,2,528,234,0.0,2013-09-17 00:00:00
ADBE_624,2017/6/20,5,86,23,0,21,4,762,48,49,111,38,3,25,1,648,264,0.003990007369010895,2017-06-20 00:00:00
ADBE_458,2013/3/19,3,115,23,2,17,1,600,30,39,77,35,4,29,4,714,192,-0.007549960129632827,2013-03-19 00:00:00
ADBE_465,2015/3/17,8,70,13,1,15,2,498,30,56,109,36,2,28,1,558,270,0.016979468913115747,2015-03-17 00:00:00
ADBE_466,2015/6/16,5,114,19,0,19,2,768,36,46,159,42,0,33,2,600,306,0.013181253427304808,2015-06-16 00:00:00
ADBE_630,2018/12/13,10,100,42,1,20,3,1338,60,46,105,41,3,26,4,768,258,0.010303395430068862,2018-12-13 00:00:00
ADBE_303,2012/3/19,14,77,19,2,22,2,660,48,40,96,49,1,36,2,600,336,0.02040208849601433,2012-03-19 00:00:00
ADBE_306,2012/12/13,7,130,45,8,28,2,894,54,33,91,62,1,42,2,732,180,-0.011957739602987185,2012-12-13 00:00:00
ADBE_633,2019/9/17,10,104,29,1,17,5,852,60,46,109,44,1,22,2,780,282,0.006220654618408927,2019-09-17 00:00:00
ADBE_626,2017/12/14,10,109,33,1,26,4,996,30,36,111,35,1,30,0,630,276,-0.01034893294183803,2017-12-14 00:00:00
ADBE_471,2016/9/20,7,105,16,1,16,4,720,60,46,108,45,2,28,2,690,198,0.009430201028575171,2016-09-20 00:00:00
ADBE_470,2016/6/21,12,79,18,0,16,3,720,30,41,79,38,4,19,2,684,144,0.01765489738390169,2016-06-21 00:00:00
ADI_2210,2016/2/17,21,15,20,0,9,4,348,48,71,123,86,1,40,8,840,246,0.012675242006535248,2016-02-17 00:00:00
ADI_2226,2020/2/19,29,47,22,0,16,6,504,78,51,80,41,6,16,5,480,204,,
ADI_2217,2017/11/21,11,56,7,0,13,3,504,12,31,59,25,2,16,2,480,120,-0.030944421004206024,2017-11-21 00:00:00
ADI_2075,2015/11/24,25,79,30,1,18,6,804,84,100,115,63,0,42,2,1170,288,0.06373237641740692,2015-11-24 00:00:00
ADI_2072,2015/2/18,18,34,21,1,15,6,486,30,81,152,84,1,28,4,966,270,-0.007311686705232191,2015-02-18 00:00:00
ADI_1875,2013/2/19,27,58,38,1,22,5,648,144,52,62,72,0,16,13,642,210,0.017973105475800555,2013-02-19 00:00:00
ADI_1878,2013/11/26,26,58,33,5,17,6,600,84,73,105,87,0,43,4,792,324,0.005235568311157568,2013-11-26 00:00:00
ADI_2223,2019/5/22,23,39,19,0,10,8,396,66,56,70,48,1,13,5,378,162,0.015618794862701124,2019-05-22 00:00:00
ADI_2221,2018/11/20,23,71,25,1,22,5,792,78,55,70,25,0,17,0,546,222,0.04092610076457204,2018-11-20 00:00:00
ADI_2068,2014/2/18,16,38,21,1,14,4,336,42,53,92,73,5,25,4,654,246,0.00906045066624217,2014-02-18 00:00:00
ADI_2071,2014/11/25,28,48,32,1,30,5,624,96,64,95,58,2,37,2,672,228,-0.0017374547087540824,2014-11-25 00:00:00
ADI_1874,2012/11/27,38,48,48,1,27,5,612,132,66,57,83,3,17,9,582,312,-0.0066864896142082575,2012-11-27 00:00:00
ADI_2218,2018/2/28,17,82,22,1,14,4,516,66,65,82,32,1,12,2,354,186,-0.022870155663295418,2018-02-28 00:00:00
ADI_2220,2018/8/22,18,70,22,0,16,8,744,48,38,52,21,0,21,2,600,126,0.020850709322130845,2018-08-22 00:00:00
ADI_2212,2016/8/17,13,50,27,0,16,3,528,36,114,168,67,6,38,4,762,336,-0.010480892940234464,2016-08-17 00:00:00
ADI_2224,2019/8/21,37,38,15,2,14,6,390,90,56,71,40,3,29,5,324,216,-0.015413950163431169,2019-08-21 00:00:00
ADI_2073,2015/5/19,18,50,20,0,13,6,450,54,92,121,64,2,25,6,1140,240,0.0014204569400395606,2015-05-19 00:00:00
ADI_2216,2017/8/30,9,48,19,1,10,3,444,30,38,82,38,2,16,1,546,144,0.05241983669355954,2017-08-30 00:00:00
ADI_2222,2019/2/20,20,49,19,0,18,6,600,48,58,65,40,2,22,4,492,162,0.02494721208662409,2019-02-20 00:00:00
ADI_2214,2017/2/15,12,56,12,1,9,2,510,36,79,182,74,2,38,6,930,306,0.04830424348825657,2017-02-15 00:00:00
ADI_2211,2016/5/18,9,29,13,0,7,2,366,24,85,106,90,2,48,9,1026,264,0.008127158598883799,2016-05-18 00:00:00
ADI_2215,2017/5/31,7,60,19,1,24,2,588,48,59,136,59,0,42,4,858,294,0.011320743513260512,2017-05-31 00:00:00
ADI_2069,2014/5/20,15,72,37,2,22,6,756,84,69,81,52,1,32,4,504,228,0.0,2014-05-20 00:00:00
ADI_2074,2015/8/18,31,56,24,1,16,10,540,90,98,121,73,0,40,8,924,300,-0.026890730657497364,2015-08-18 00:00:00
ADI_1876,2013/5/21,14,56,39,1,19,6,522,54,87,125,59,1,36,8,834,426,-0.006613986892644586,2013-05-21 00:00:00
ADI_1872,2012/5/22,17,32,33,2,15,3,498,48,55,76,81,2,33,4,882,246,-0.0019514830473551517,2012-05-22 00:00:00
ADI_2213,2016/11/22,19,58,20,1,13,3,588,30,101,127,66,0,31,1,1002,312,0.04397020493043336,2016-11-22 00:00:00
ADI_1877,2013/8/20,11,47,27,1,15,4,456,90,85,114,104,4,34,12,750,342,0.001465041787622523,2013-08-20 00:00:00
ADI_1871,2012/2/22,28,31,31,2,15,1,468,108,62,67,74,0,39,11,828,420,-0.009206243954407056,2012-02-22 00:00:00
ADM_2993,2017/10/31,27,53,24,3,18,4,408,84,53,87,59,4,47,8,420,384,-0.04531657040816195,2017-10-31 00:00:00
ADM_2680,2013/5/1,31,56,21,6,28,4,396,66,67,69,56,8,42,9,270,222,-0.010606859464366571,2013-05-01 00:00:00
ADM_2682,2013/10/29,22,66,15,3,23,7,354,150,59,108,92,7,42,11,510,360,0.02233934202408938,2013-10-29 00:00:00
ADM_2542,2012/1/31,41,38,19,3,17,10,420,120,136,109,94,7,48,12,486,654,-0.036351395388312,2012-01-31 00:00:00
ADM_2998,2019/2/5,32,107,25,6,23,3,744,114,55,88,69,2,39,2,414,240,-0.059339247128495136,2019-02-05 00:00:00
ADM_2849,2016/11/1,43,83,21,3,12,8,492,162,40,86,40,4,28,4,240,120,0.07298600705644588,2016-11-01 00:00:00
ADM_2684,2014/4/29,30,63,18,2,16,3,408,120,105,109,83,6,42,8,576,336,-0.025912606989663245,2014-04-29 00:00:00
ADM_2686,2014/11/4,16,57,17,1,11,4,462,120,87,143,77,1,31,5,384,336,0.04846562784184849,2014-11-04 00:00:00
ADM_2846,2016/2/2,55,94,27,3,24,8,714,144,95,100,94,1,46,0,378,306,-0.08742240705467286,2016-02-02 00:00:00
ADM_2687,2015/2/3,37,97,19,3,17,8,702,138,92,144,84,0,43,1,588,474,0.012248290949038454,2015-02-03 00:00:00
ADM_2995,2018/5/1,23,109,25,4,33,6,564,60,52,136,67,4,50,6,534,204,-0.0077126989991253,2018-05-01 00:00:00
ADM_2996,2018/7/31,20,94,21,1,18,5,510,54,64,137,72,3,52,6,606,372,0.01921858240205565,2018-07-31 00:00:00
ADM_2848,2016/8/2,41,76,27,1,17,9,636,174,63,80,60,0,30,4,270,222,-0.017857162874201804,2016-08-02 00:00:00
ADM_2847,2016/5/3,42,70,23,2,14,7,474,150,82,124,99,4,41,2,414,390,-0.028812714748467364,2016-05-03 00:00:00
ADM_2843,2015/5/5,28,83,19,1,24,3,654,132,64,106,76,4,40,9,612,264,0.0005961601645232406,2015-05-05 00:00:00
ADM_2844,2015/8/4,30,82,16,2,17,5,672,144,52,74,49,1,32,5,384,270,0.01488467658525261,2015-08-04 00:00:00
ADM_2677,2012/7/31,24,32,16,2,24,2,360,90,83,53,74,14,33,12,390,306,-0.05092759658736545,2012-07-31 00:00:00
ADM_2994,2018/2/6,26,111,26,4,18,4,636,90,60,99,56,6,51,1,402,228,0.034482797499888695,2018-02-06 00:00:00
ADM_3001,2019/10/31,19,82,15,1,22,3,396,114,90,86,94,4,81,8,408,384,0.037256407148025694,2019-10-31 00:00:00
ADM_2997,2018/11/6,18,119,23,3,24,4,780,102,62,110,79,1,56,3,516,372,-0.01600824672542733,2018-11-06 00:00:00
ADM_2851,2017/5/2,21,93,28,1,20,9,516,138,78,105,76,0,48,3,522,294,-0.08878201211310288,2017-05-02 00:00:00
ADM_2371,2012/5/1,16,40,23,5,28,2,342,66,75,69,75,4,50,6,222,372,0.07103472395319943,2012-05-01 00:00:00
ADM_2683,2014/2/4,29,76,18,2,28,14,492,126,108,107,83,12,28,7,474,486,-0.017476235102607096,2014-02-04 00:00:00
ADM_2681,2013/8/6,22,38,14,4,17,3,318,48,90,122,91,8,66,5,486,366,0.0007923607716127101,2013-08-06 00:00:00
ADM_2685,2014/8/5,16,71,17,2,16,2,402,150,56,106,66,3,33,3,360,342,0.03429181222979727,2014-08-05 00:00:00
ADM_3000,2019/8/1,39,99,27,2,30,6,576,150,66,59,65,1,36,2,288,282,0.0017039847055533295,2019-08-01 00:00:00
ADM_2852,2017/8/1,22,116,26,2,29,4,744,78,55,163,84,5,53,4,546,258,0.02655284314323092,2017-08-01 00:00:00
ADM_2999,2019/4/26,51,101,27,4,29,7,504,132,76,104,91,6,80,9,480,414,-0.019415180958553324,2019-04-26 00:00:00
ADM_3002,2020/1/30,21,109,20,3,32,3,558,102,47,75,59,6,55,5,312,234,0.04853477374251658,2020-01-30 00:00:00
ADP_2786,2016/11/2,21,54,19,1,14,2,486,24,79,157,64,9,26,6,468,342,0.035204846438682484,2016-11-02 00:00:00
ADP_2640,2014/10/29,13,50,21,4,13,5,468,48,109,201,82,5,35,7,768,450,0.008542531898343642,2014-10-29 00:00:00
ADP_2784,2016/4/29,15,36,17,4,11,7,342,54,63,79,61,0,22,1,510,270,-0.007407363008053669,2016-04-29 00:00:00
ADP_2782,2015/10/28,27,68,38,2,30,9,612,66,66,106,59,5,27,8,444,276,-0.02679063566799722,2015-10-28 00:00:00
ADP_2630,2012/1/25,46,73,45,2,16,2,804,90,121,159,83,2,24,10,834,474,0.003349196105622232,2012-01-25 00:00:00
ADP_2938,2018/1/31,19,75,32,3,15,4,558,60,70,164,114,7,44,4,774,432,0.023342436485494392,2018-01-31 00:00:00
ADP_2785,2016/7/29,21,55,29,4,20,8,588,66,70,108,62,2,35,5,618,336,-0.03030640256137385,2016-07-29 00:00:00
ADP_2942,2019/5/1,16,101,34,3,20,5,570,66,64,122,54,6,39,2,648,360,-0.04203420942736802,2019-05-01 00:00:00
ADP_2943,2019/7/31,27,114,35,5,13,4,624,54,78,167,85,6,33,7,540,474,0.009212147105823965,2019-07-31 00:00:00
ADP_2635,2013/8/1,56,88,43,1,17,6,774,126,111,233,107,6,25,7,828,444,-0.0033291921093379084,2013-08-01 00:00:00
ADP_2639,2014/7/31,21,76,37,3,24,5,684,30,84,163,111,9,38,5,822,492,-0.010225180554343516,2014-07-31 00:00:00
ADP_2783,2016/2/3,18,57,25,2,14,6,432,78,62,85,57,3,31,9,630,288,-0.00024335698566391173,2016-02-03 00:00:00
ADP_2636,2013/10/30,24,73,12,0,12,1,528,36,127,147,90,3,38,4,732,438,-0.026850079477974357,2013-10-30 00:00:00
ADP_2632,2012/11/1,72,57,44,1,15,8,684,120,105,148,56,8,31,8,534,432,0.027167342529559768,2012-11-01 00:00:00
ADP_2790,2017/11/2,15,75,21,5,17,1,576,54,79,147,67,2,40,4,834,396,-0.009185486776190131,2017-11-02 00:00:00
ADP_2637,2014/2/5,18,78,20,4,13,6,600,24,131,216,91,13,31,4,1062,606,-0.01894602593050998,2014-02-05 00:00:00
ADP_2944,2019/10/30,21,104,28,3,14,2,612,36,67,125,71,13,13,5,534,420,0.008106565439944147,2019-10-30 00:00:00
ADP_2638,2014/4/30,21,77,40,1,32,7,636,30,107,185,78,7,50,21,786,624,0.012599028119476774,2014-04-30 00:00:00
ADP_2781,2015/7/30,31,88,46,3,25,6,690,24,82,128,71,0,33,22,750,516,-0.02683992206416552,2015-07-30 00:00:00
ADP_2642,2015/4/30,16,63,31,1,8,4,366,18,75,175,86,6,26,8,750,462,-0.009954309406215223,2015-04-30 00:00:00
ADP_2941,2018/10/31,17,113,32,2,17,2,576,42,69,185,76,6,23,0,564,438,0.049686781270263713,2018-10-31 00:00:00
ADP_2631,2012/5/1,33,58,33,2,13,2,612,84,127,212,102,12,49,10,1056,462,-0.007371477616332389,2012-05-01 00:00:00
ADP_2940,2018/8/1,24,72,35,4,19,0,624,72,76,163,82,6,31,3,1014,498,-0.01763097107906275,2018-08-01 00:00:00
ADP_2633,2013/2/5,62,55,52,1,12,2,726,114,120,220,95,4,37,3,744,474,0.02821161310959308,2013-02-05 00:00:00
ADP_2641,2015/2/4,16,73,20,0,5,1,432,48,105,223,139,10,40,7,762,534,0.016913348035345832,2015-02-04 00:00:00
ADP_2788,2017/5/3,18,54,16,0,12,3,390,36,128,120,114,14,40,11,540,552,-0.062493989678862,2017-05-03 00:00:00
ADP_2939,2018/5/2,13,67,32,0,20,5,528,30,87,181,67,3,31,2,456,336,0.0274410304974122,2018-05-02 00:00:00
ADS_1209,2014/10/16,56,124,42,3,38,4,1044,150,29,43,33,1,13,2,360,108,0.05643540151687754,2014-10-16 00:00:00
ADS_1202,2013/1/31,43,89,44,4,38,3,882,96,41,27,51,4,31,2,366,276,0.02704470014863025,2013-01-31 00:00:00
ADS_1614,2012/7/19,46,89,35,2,34,4,786,78,57,38,47,2,35,4,342,180,0.012623148189363498,2012-07-19 00:00:00
ADS_1206,2014/2/6,48,108,38,2,33,3,1068,66,33,42,45,2,10,2,216,192,0.10397092725030176,2014-02-06 00:00:00
ADS_1361,2015/10/22,42,121,47,3,28,1,972,156,24,38,18,3,8,1,282,150,0.06726342931629703,2015-10-22 00:00:00
ADS_1205,2013/10/17,21,97,37,4,19,3,702,84,34,49,48,1,16,0,504,222,0.007006970564389814,2013-10-17 00:00:00
ADS_1362,2016/1/28,54,100,44,3,31,5,1050,168,24,34,36,0,9,2,246,150,-0.19367910235290156,2016-01-28 00:00:00
ADS_1519,2018/7/19,75,49,33,1,18,3,354,156,72,49,66,2,16,5,174,348,0.004598755573691936,2018-07-19 00:00:00
ADS_1367,2017/4/20,37,47,15,1,21,2,414,108,75,72,59,3,19,2,564,276,0.08302857288154786,2017-04-20 00:00:00
ADS_1204,2013/7/30,30,83,39,4,30,8,822,60,42,44,61,0,16,0,318,192,0.008124140838890126,2013-07-30 00:00:00
ADS_1203,2013/4/18,34,94,39,2,44,2,900,78,35,66,42,1,31,0,456,234,0.007892999275620259,2013-04-18 00:00:00
ADS_1365,2016/10/20,109,91,53,4,61,3,756,336,56,40,32,3,21,3,300,174,-0.04660580390971125,2016-10-20 00:00:00
ADS_1368,2017/7/20,68,69,30,2,23,1,576,180,65,44,36,0,19,2,270,300,-0.09452435691380698,2017-07-20 00:00:00
ADS_1523,2019/7/18,30,77,18,0,19,3,378,60,57,66,70,4,21,5,402,270,0.048162360636010204,2019-07-18 00:00:00
ADS_1207,2014/4/17,37,78,40,5,39,2,828,150,32,64,62,3,28,1,402,222,-0.0719885228854672,2014-04-17 00:00:00
ADS_1516,2017/10/19,86,69,33,3,21,3,510,300,66,46,35,3,11,1,390,288,0.019353700299697074,2017-10-19 00:00:00
ADS_1364,2016/7/21,44,116,31,3,14,1,804,144,54,49,48,12,16,3,240,234,0.06431960541462045,2016-07-21 00:00:00
ADS_1613,2012/10/18,37,106,53,3,37,8,762,60,30,78,48,1,28,2,354,174,0.04445243539832311,2012-10-18 00:00:00
ADS_1616,2012/2/2,36,99,40,5,34,2,726,60,31,44,32,5,39,3,216,180,0.012070951374689498,2012-02-02 00:00:00
ADS_1615,2012/4/19,18,75,26,2,30,6,540,30,64,74,67,1,34,3,294,252,0.0007853471524394973,2012-04-19 00:00:00
ADS_1522,2019/4/25,55,81,48,0,35,4,642,216,40,26,28,2,12,0,312,138,-0.06565538303309726,2019-04-25 00:00:00
ADS_1521,2019/2/7,62,69,45,1,28,2,570,162,51,27,30,3,15,1,246,162,-0.09834335090734993,2019-02-07 00:00:00
ADS_1517,2018/1/25,76,84,38,3,32,3,738,228,50,58,67,2,26,2,384,294,-0.025588594476658063,2018-01-25 00:00:00
ADS_1363,2016/4/21,68,75,30,4,25,3,756,150,78,64,59,5,24,5,402,366,-0.07030099208037187,2016-04-21 00:00:00
ADS_1524,2019/10/24,40,72,14,0,27,3,354,84,70,63,56,2,31,11,444,288,-0.13526183907735626,2019-10-24 00:00:00
ADS_1518,2018/4/19,39,33,18,3,19,1,348,114,81,51,71,2,25,2,492,282,-0.009128771792848768,2018-04-19 00:00:00
ADS_1208,2014/7/17,33,83,38,6,26,5,774,78,40,54,44,2,37,1,492,270,-0.0005452062606446928,2014-07-17 00:00:00
ADS_1210,2015/2/5,34,78,40,5,34,3,804,48,40,30,46,1,32,1,516,192,-0.04306922558306714,2015-02-05 00:00:00
ADS_1212,2015/7/23,39,103,33,2,23,5,954,78,29,39,52,0,18,4,270,204,-0.057509383682295974,2015-07-23 00:00:00
ADSK_3046,2018/8/23,12,81,18,0,27,7,570,54,62,75,32,1,30,4,654,330,-0.004600590562148343,2018-08-23 00:00:00
ADSK_2653,2013/2/25,6,53,18,0,12,1,348,24,85,126,86,1,34,9,582,408,-0.034027985247153884,2013-02-25 00:00:00
ADSK_2656,2013/11/21,9,42,17,1,14,1,306,24,59,66,53,8,29,0,372,300,0.02810577757251731,2013-11-21 00:00:00
ADSK_2793,2014/8/14,13,39,13,5,12,1,300,24,86,91,58,14,28,2,462,372,0.008782897575345894,2014-08-14 00:00:00
ADSK_2797,2015/8/28,13,50,17,3,20,2,252,30,68,72,84,6,42,1,636,474,-0.04959999084472655,2015-08-28 00:00:00
ADSK_3041,2019/11/26,16,74,27,4,11,10,714,48,44,84,32,6,29,7,732,360,0.011369008251021828,2019-11-26 00:00:00
ADSK_2652,2012/11/15,14,29,16,0,10,2,234,12,89,113,63,3,26,8,618,438,0.001971073090989428,2012-11-15 00:00:00
ADSK_3043,2019/5/23,15,78,20,6,9,3,744,60,53,101,45,0,13,2,558,450,-0.025800181144965958,2019-05-23 00:00:00
ADSK_2949,2017/5/18,15,74,16,4,29,5,498,108,67,73,61,3,21,6,552,258,0.01979355737138988,2017-05-18 00:00:00
ADSK_2650,2012/5/17,16,46,28,0,11,2,324,18,63,74,70,1,25,4,468,210,-0.032320977072701866,2012-05-17 00:00:00
ADSK_2791,2014/2/26,8,45,22,5,23,3,348,36,73,99,51,6,27,0,552,234,0.0010977199681396763,2014-02-26 00:00:00
ADSK_2792,2014/5/16,7,51,11,3,21,2,330,24,60,113,66,4,34,4,438,384,0.08051021536367342,2014-05-16 00:00:00
ADSK_2800,2016/5/20,15,46,19,0,25,2,360,48,50,70,62,5,52,3,342,432,-0.02312242386074548,2016-05-20 00:00:00
ADSK_3047,2018/5/25,15,55,17,1,20,9,480,72,70,95,59,1,18,1,414,354,-0.04441403865728366,2018-05-25 00:00:00
ADSK_3044,2019/2/28,14,73,20,2,21,3,744,72,56,88,58,3,22,6,714,360,-0.007730729741282305,2019-02-28 00:00:00
ADSK_2795,2015/2/27,8,44,14,4,21,1,408,36,57,92,62,5,61,3,762,234,0.052942134586099636,2015-02-27 00:00:00
ADSK_3045,2018/11/20,10,83,27,2,31,6,588,60,48,94,42,2,21,8,372,258,-0.0213933104637567,2018-11-20 00:00:00
ADSK_2796,2015/5/20,12,35,20,1,18,1,240,36,90,81,86,2,39,7,510,528,0.0010431393048244695,2015-05-20 00:00:00
ADSK_2798,2015/11/19,18,46,16,3,22,2,300,30,52,75,63,0,38,6,438,318,0.01861223493303576,2015-11-19 00:00:00
ADSK_2946,2016/8/25,15,55,23,2,21,3,438,54,65,61,42,7,45,2,420,390,0.008390099879006963,2016-08-25 00:00:00
ADSK_2655,2013/8/22,9,51,19,2,17,1,366,42,73,105,53,10,24,6,492,486,0.014317859391454137,2013-08-22 00:00:00
ADSK_2952,2018/3/6,23,72,31,6,35,5,582,150,58,42,45,0,39,4,462,240,0.00841255133249974,2018-03-06 00:00:00
ADSK_2651,2012/8/23,27,27,12,0,15,3,258,36,131,67,62,3,28,3,396,384,0.006198855891836663,2012-08-23 00:00:00
ADSK_2950,2017/8/24,23,77,16,5,24,8,498,72,73,57,38,2,41,3,372,252,-0.00036150849503591154,2017-08-24 00:00:00
ADSK_2794,2014/11/20,10,48,13,3,12,1,300,18,59,58,55,10,41,2,414,372,-0.011675103968253442,2014-11-20 00:00:00
ADSK_2947,2016/11/29,20,52,16,2,21,5,336,30,55,41,47,2,34,0,390,198,0.0010641371472457364,2016-11-29 00:00:00
ADSK_3042,2019/8/27,22,72,25,2,12,4,756,72,94,98,46,1,21,7,522,438,0.01630584311466765,2019-08-27 00:00:00
ADSK_2649,2012/2/23,7,49,16,1,11,2,408,18,58,91,54,1,34,3,684,384,0.011652607546736249,2012-02-23 00:00:00
AEE_1313,2016/2/19,67,114,48,54,42,4,660,102,56,55,50,23,22,5,474,186,-0.01469317897821498,2016-02-19 00:00:00
AEE_1125,2013/2/20,60,78,53,55,35,13,474,132,45,24,49,26,9,6,72,222,0.00661845351675705,2013-02-20 00:00:00
AEE_1312,2015/11/6,36,94,39,29,36,5,456,78,48,47,27,11,37,2,294,132,-0.03339393924163092,2015-11-06 00:00:00
AEE_1127,2013/8/1,46,48,40,38,21,10,270,42,60,48,44,55,31,4,282,270,0.01368326849981627,2013-08-01 00:00:00
AEE_1462,2019/5/9,15,50,27,12,23,6,378,12,36,47,32,20,17,3,96,210,0.0075672773389663375,2019-05-09 00:00:00
AEE_990,2012/11/9,41,53,40,35,24,13,198,60,65,51,46,20,14,14,174,252,-0.03619045681423616,2012-11-09 00:00:00
AEE_988,2012/5/4,39,65,44,34,35,20,366,168,81,38,61,21,15,27,240,186,-0.0018501810893118973,2012-05-04 00:00:00
AEE_1316,2016/11/4,34,106,40,31,32,8,642,42,8,1,5,0,3,0,0,0,0.0059099432918465755,2016-11-04 00:00:00
AEE_1318,2017/5/4,23,67,31,42,39,10,432,48,57,59,42,45,41,0,282,180,0.010508843605926854,2017-05-04 00:00:00
AEE_1314,2016/5/11,32,62,34,31,23,3,342,36,62,42,60,38,25,4,276,180,-0.01048085333194526,2016-05-11 00:00:00
AEE_1590,2017/11/3,39,92,32,39,32,15,612,60,39,46,34,37,46,4,168,114,-0.0020860248516020308,2017-11-03 00:00:00
AEE_1315,2016/8/5,27,57,27,27,23,5,414,36,41,62,33,14,16,2,216,168,-0.016203706599448364,2016-08-05 00:00:00
AEE_1132,2014/11/6,25,73,43,22,27,5,378,60,37,32,26,15,7,3,132,120,-0.022580721716086383,2014-11-06 00:00:00
AEE_1458,2018/5/9,10,49,22,19,17,5,354,18,30,33,40,31,17,6,234,192,-0.012124382859937109,2018-05-09 00:00:00
AEE_1461,2019/2/14,29,146,50,18,29,7,870,48,28,53,41,6,17,6,198,210,-0.01470166735925804,2019-02-14 00:00:00
AEE_987,2012/2/23,44,79,60,46,31,11,462,138,79,49,44,10,14,12,162,168,0.008793931468436876,2012-02-23 00:00:00
AEE_1589,2018/2/16,30,96,41,26,30,6,744,84,37,55,34,20,12,7,258,192,0.001066501512284157,2018-02-16 00:00:00
AEE_1134,2015/5/7,37,65,33,35,39,7,390,78,47,39,43,19,19,1,402,198,0.0007431903588792642,2015-05-07 00:00:00
AEE_989,2012/8/2,48,71,59,47,34,25,348,96,55,44,29,20,10,3,102,174,-0.0076628981400511656,2012-08-02 00:00:00
