Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
AIG_2137,2017/2/15,289,304,131,50,75,19
AIG_1968,2014/11/4,91,198,85,26,36,13
AIG_1772,2013/2/22,115,198,81,20,42,9
AIG_1965,2014/2/14,160,167,93,36,45,7
AIG_2138,2017/5/4,207,223,105,19,47,9
AIG_2305,2019/5/7,161,183,143,6,63,23
AIG_1640,2018/5/3,168,229,100,25,41,11
AIG_1641,2016/11/3,215,194,90,24,54,13
AIG_1768,2012/2/24,126,181,128,22,37,20
AIG_2140,2017/11/3,195,203,110,25,62,16
AIG_2136,2016/12/6,80,116,67,12,26,8
AIG_1769,2012/5/4,122,193,101,19,36,29
AIG_2303,2018/11/1,184,150,117,17,54,19
AIG_2307,2019/11/1,187,227,128,23,41,18
AIG_1964,2013/11/1,122,196,116,9,28,20
AIG_2306,2019/8/8,129,234,98,16,52,30
AIG_1972,2015/11/3,151,160,83,23,33,27
AIG_1642,2013/8/2,130,215,104,30,76,13
AIG_1973,2016/2/12,168,184,133,25,81,14
AIG_2304,2019/2/14,258,231,249,14,56,47
AIG_1771,2012/11/2,138,150,100,34,42,19
AIG_1773,2013/5/3,116,182,110,19,49,10
AIG_2141,2018/2/9,162,203,109,24,45,12
AIG_2308,2020/2/13,155,231,113,18,79,28
AIG_1966,2014/5/6,144,154,89,28,43,7
AIG_1969,2015/2/13,143,159,117,18,40,13
AIV_1990,2015/11/4,80,159,110,3,69,15
AIV_2151,2019/5/3,44,121,60,16,26,8
AIV_2154,2020/1/31,84,118,58,10,44,6
AIV_1989,2015/7/31,60,147,64,8,47,15
AIV_2150,2019/2/5,58,99,69,7,34,5
AIV_2153,2019/11/1,63,110,103,10,37,9
AIV_1978,2012/11/2,43,80,42,7,37,1
AIV_2146,2018/2/2,84,125,62,23,44,9
AIV_1789,2012/2/8,52,95,66,10,44,10
AIV_1980,2013/5/3,46,79,53,3,32,4
AIV_1994,2016/10/28,45,95,43,3,39,3
AIV_2152,2019/8/2,40,82,68,13,31,1
AIV_1991,2016/2/5,69,115,87,5,53,11
AIV_1985,2014/8/1,45,133,80,8,32,10
AIV_1993,2016/7/29,48,80,41,2,37,7
AIV_2145,2017/10/27,58,88,63,11,49,3
AIV_1979,2013/2/8,50,66,69,9,26,2
AIV_1983,2014/2/7,81,157,64,10,58,8
AIV_1992,2016/4/30,51,87,29,4,22,3
AIV_2148,2018/8/3,79,143,64,10,21,12
AIV_1982,2013/11/1,71,144,64,6,37,20
AIV_1981,2013/8/2,34,88,52,8,23,4
AIV_1987,2015/2/6,40,109,72,9,39,12
AIV_2142,2017/2/3,85,121,126,7,35,14
AIV_1984,2014/5/2,85,114,62,6,55,11
AIV_1988,2015/5/1,71,167,104,9,58,16
AIV_2143,2017/4/28,71,92,67,9,36,6
AIV_2147,2018/5/8,43,101,53,5,33,3
AIV_1977,2012/8/3,35,94,72,2,21,5
AIZ_2806,2013/2/7,106,158,93,22,51,11
AIZ_2958,2018/11/7,108,162,62,15,31,10
AIZ_2672,2012/4/26,91,126,100,32,29,14
AIZ_2820,2016/7/27,69,127,80,7,31,4
AIZ_2957,2018/8/8,90,163,92,20,55,15
AIZ_2807,2013/4/25,85,118,62,12,45,15
AIZ_2808,2013/7/25,64,114,87,17,44,16
AIZ_2954,2017/11/3,65,61,32,4,20,5
AIZ_2804,2012/7/26,132,137,78,30,61,13
AIZ_2821,2016/10/26,85,108,79,12,23,6
AIZ_2963,2020/2/12,70,129,79,18,43,3
AIZ_2819,2016/4/27,88,139,58,12,33,5
AIZ_2960,2019/5/7,57,99,46,5,28,1
AIZ_2817,2015/10/28,103,144,83,41,65,12
AIZ_2805,2012/10/25,102,110,97,16,72,17
AIZ_2813,2014/10/30,55,131,78,11,47,10
AIZ_2955,2018/2/9,71,108,45,14,36,5
AIZ_2814,2015/2/13,79,114,79,11,51,8
AIZ_2962,2019/11/6,88,136,59,5,55,10
AIZ_2961,2019/8/7,64,157,77,14,30,5
AIZ_2822,2017/2/8,68,109,63,22,32,6
AIZ_2959,2019/2/13,99,136,73,12,48,4
AIZ_2812,2014/7/24,71,129,123,25,61,9
AIZ_2815,2015/5/6,66,135,94,12,42,6
AIZ_2818,2016/2/10,95,139,97,30,57,9
AIZ_2823,2017/5/3,53,100,51,7,15,14
AIZ_2956,2018/5/6,80,110,61,15,35,8
AIZ_2671,2012/2/2,90,150,99,24,30,4
AJG_2964,2015/10/28,70,142,67,19,26,6
AJG_2972,2017/10/27,118,132,89,9,47,9
AJG_2833,2013/7/31,55,109,85,11,18,6
AJG_2830,2012/10/31,69,169,79,14,34,4
AJG_2973,2018/1/25,71,123,94,11,63,3
AJG_2975,2018/7/27,109,173,121,17,41,3
AJG_2969,2017/1/27,93,196,115,21,52,2
AJG_2837,2014/10/29,69,171,103,14,30,2
AJG_2968,2016/10/28,75,124,102,17,21,2
AJG_2974,2018/5/1,69,120,80,23,29,1
AJG_2839,2015/4/24,84,188,112,22,61,5
AJG_2835,2014/1/29,77,218,114,26,38,9
AJG_2966,2016/4/29,80,124,82,16,25,4
AJG_2981,2020/1/30,63,146,90,15,19,6
AJG_2967,2016/7/29,75,123,71,14,25,1
AJG_2840,2015/7/29,73,129,89,17,42,3
AJG_2831,2013/1/30,111,173,97,24,52,3
AJG_2976,2018/10/26,80,160,89,19,45,2
AJG_2977,2019/1/31,83,139,87,12,20,3
AJG_2838,2015/2/4,86,152,99,17,45,7
AJG_2832,2013/5/1,68,132,85,19,20,2
AJG_2978,2019/4/26,55,86,89,18,14,7
AJG_2979,2019/7/26,50,108,77,14,26,2
AJG_2971,2017/7/28,31,85,50,5,23,1
AJG_2970,2017/4/28,50,117,67,11,35,1
AJG_2827,2012/2/1,98,112,107,24,20,2
AJG_2829,2012/8/1,57,126,65,17,19,0
AJG_2980,2019/10/24,57,95,67,16,21,2
AKAM_209,2012/4/25,72,157,72,2,41,9
AKAM_535,2016/2/9,96,200,124,12,53,8
AKAM_536,2016/4/26,106,160,98,9,60,15
AKAM_537,2016/7/26,96,128,125,4,41,20
AKAM_378,2015/2/10,71,189,105,6,25,6
AKAM_376,2014/7/30,85,158,80,3,28,8
AKAM_546,2018/10/29,77,214,82,8,31,5
AKAM_539,2017/2/7,125,175,101,6,33,7
AKAM_212,2013/2/6,88,168,87,3,46,12
AKAM_542,2017/10/24,110,191,106,4,57,6
AKAM_541,2017/7/25,81,170,69,1,53,5
AKAM_374,2014/2/5,89,149,79,14,35,4
AKAM_373,2013/10/23,101,165,114,10,38,11
AKAM_375,2014/5/1,93,174,119,4,34,7
AKAM_214,2013/7/24,108,157,69,5,28,7
AKAM_380,2015/7/28,103,163,129,4,31,8
AKAM_549,2019/7/30,115,196,113,13,49,10
AKAM_208,2012/2/8,75,157,82,12,40,6
AKAM_211,2012/10/24,74,181,69,8,31,3
AKAM_210,2012/7/25,81,193,61,2,22,3
AKAM_545,2018/7/31,83,197,101,9,31,10
AKAM_379,2015/4/28,97,158,120,6,34,7
AKAM_540,2017/5/2,106,139,121,0,45,9
AKAM_543,2018/2/6,107,220,115,22,56,12
AKAM_544,2018/4/30,126,220,96,15,42,7
AKAM_551,2020/2/11,84,176,98,7,45,11
AKAM_548,2019/4/30,84,208,108,9,34,6
AKAM_547,2019/2/12,86,229,92,4,47,6
AKAM_381,2015/10/27,123,141,117,6,48,6
ALB_1271,2013/7/18,110,127,84,9,23,12
ALB_1273,2014/1/29,92,141,100,7,51,3
ALB_1568,2019/8/8,106,116,76,39,72,23
ALB_1277,2015/1/29,129,141,89,7,73,8
ALB_1430,2017/8/9,54,92,83,23,35,19
ALB_1427,2016/11/8,69,122,71,17,46,11
ALB_1268,2012/10/18,125,151,59,10,49,6
ALB_1266,2012/4/19,84,189,54,8,36,5
ALB_1267,2012/7/18,96,142,78,11,37,6
ALB_1275,2014/7/31,63,136,49,14,82,4
ALB_1425,2016/5/11,91,134,61,11,32,8
ALB_1432,2018/2/28,85,109,66,12,42,16
ALB_1279,2015/8/6,96,144,67,14,36,13
ALB_1265,2012/1/24,86,179,73,4,60,10
ALB_1278,2015/5/7,111,162,70,9,42,4
ALB_1426,2016/8/4,67,156,79,7,45,8
ALB_1569,2019/11/7,101,122,66,24,56,13
ALB_1570,2020/2/20,80,102,84,22,60,17
ALB_1424,2016/2/18,100,133,67,23,52,11
ALB_1274,2014/4/17,70,148,73,17,66,11
ALB_1269,2013/1/23,86,136,81,12,49,17
ALB_1564,2018/8/8,79,115,89,38,33,13
ALB_1431,2017/11/9,67,118,63,6,34,11
ALB_1428,2017/2/28,70,144,65,17,50,6
ALB_1272,2013/10/17,95,143,60,6,54,8
ALB_1567,2019/5/9,81,110,104,30,55,16
ALB_1276,2014/10/23,81,169,74,12,38,7
ALB_1280,2015/11/5,135,127,75,2,35,9
ALB_1429,2017/5/4,60,131,78,7,30,6
ALGN_1229,2013/4/18,95,180,118,14,54,15
ALGN_1399,2017/10/26,73,105,81,2,25,4
ALGN_1233,2014/4/23,77,177,125,15,44,6
ALGN_1548,2019/7/24,108,180,92,28,30,2
ALGN_1228,2013/1/30,116,217,111,28,62,12
ALGN_1394,2016/7/29,66,92,91,6,60,6
ALGN_1542,2018/1/30,48,134,71,10,34,7
ALGN_1397,2017/4/27,63,130,72,6,33,3
ALGN_1549,2019/10/23,63,141,74,9,25,3
ALGN_1390,2015/7/23,59,157,82,5,63,8
ALGN_1392,2016/1/28,67,126,90,6,45,3
ALGN_1395,2016/11/7,83,115,61,3,35,4
ALGN_1231,2013/10/17,64,158,103,4,46,5
ALGN_1396,2017/2/1,105,136,107,16,45,3
ALGN_1546,2019/1/29,74,201,96,15,38,4
ALGN_1085,2012/7/19,58,178,88,3,56,5
ALGN_1236,2015/1/29,69,221,131,4,55,11
ALGN_1234,2014/7/24,84,185,110,3,29,13
ALGN_1543,2018/4/25,78,140,88,13,31,4
ALGN_1547,2019/4/24,97,195,108,25,38,6
ALGN_810,2012/10/18,85,118,79,3,51,16
ALGN_1389,2015/4/24,84,237,100,3,40,9
ALGN_1544,2018/7/25,59,154,83,12,32,8
ALGN_1545,2018/10/25,86,140,86,8,40,5
ALGN_1393,2016/4/28,58,84,93,6,21,8
ALGN_1391,2015/10/22,98,112,96,31,31,2
ALGN_1230,2013/7/18,69,191,94,11,32,5
ALK_368,2014/10/23,70,161,71,11,42,7
ALK_534,2020/1/28,97,237,99,6,74,23
ALK_364,2013/10/24,78,110,82,5,54,10
ALK_366,2014/4/25,78,176,102,7,53,8
ALK_719,2017/4/26,69,158,83,5,63,12
ALK_197,2013/1/24,79,187,81,10,54,9
ALK_720,2017/2/8,81,187,63,4,52,14
ALK_715,2018/4/23,88,170,68,15,63,11
ALK_530,2016/7/21,68,160,83,14,69,3
ALK_717,2017/10/25,125,154,84,10,68,7
ALK_529,2016/4/21,96,200,113,8,60,6
ALK_714,2018/7/26,89,195,74,3,52,8
ALK_195,2012/7/26,62,169,79,10,39,7
ALK_532,2019/7/25,69,201,73,12,50,5
ALK_369,2015/1/22,65,162,82,10,63,7
ALK_371,2015/7/23,77,220,74,8,63,5
ALK_533,2019/10/24,58,164,67,7,51,11
ALK_196,2012/10/25,88,164,101,10,51,8
ALK_716,2018/1/25,90,188,94,3,93,16
ALK_372,2015/10/22,75,199,79,6,45,3
ALK_531,2016/10/20,55,182,67,11,55,6
ALK_528,2016/1/21,86,152,88,11,58,5
ALK_711,2019/4/25,99,205,89,6,35,5
ALK_713,2018/10/25,67,157,64,2,58,1
ALK_712,2019/1/24,87,182,94,13,58,3
ALK_362,2013/4/25,103,119,89,4,42,9
ALK_363,2013/7/26,69,142,71,4,45,13
ALL_1505,2019/10/30,158,173,67,15,23,11
ALL_1498,2018/2/8,145,219,68,20,40,12
ALL_1504,2019/7/31,105,198,103,32,59,11
ALL_1502,2019/2/6,124,164,60,10,30,6
ALL_1173,2013/5/2,136,175,84,16,37,12
ALL_1351,2017/8/2,121,181,73,25,52,11
ALL_1350,2017/5/3,167,197,98,16,27,5
ALL_1178,2014/7/31,122,175,52,9,21,5
ALL_1500,2018/8/2,153,195,75,18,26,3
ALL_1179,2014/10/30,117,164,85,4,22,9
ALL_1347,2016/8/5,181,145,79,38,42,5
ALL_1349,2017/2/2,177,191,74,28,64,9
ALL_1181,2015/5/6,116,156,58,24,33,7
ALL_1177,2014/5/7,135,187,52,9,36,7
ALL_1047,2012/5/3,126,171,62,15,26,1
ALL_1175,2013/10/31,133,202,80,14,25,7
ALL_1172,2013/2/7,124,194,93,11,37,6
ALL_1048,2012/8/1,137,139,96,7,40,6
ALL_1176,2014/2/6,126,193,79,9,35,3
ALL_1503,2019/5/2,137,138,108,28,40,14
ALL_1346,2016/5/5,189,182,79,17,43,1
ALL_1182,2015/8/4,164,142,71,24,41,6
ALL_1506,2020/2/5,129,156,84,12,37,9
ALL_1501,2018/11/1,135,197,68,24,25,7
ALL_1348,2016/11/3,185,150,84,36,47,5
ALL_1499,2018/5/2,168,206,87,21,35,6
ALL_811,2012/11/1,190,186,103,20,38,5
ALL_1174,2013/8/1,156,203,102,12,45,8
ALL_809,2016/2/4,163,167,87,12,71,12
ALLE_1388,2017/7/27,63,186,61,2,44,8
ALLE_1383,2016/4/28,66,186,79,9,38,11
ALLE_1384,2016/7/28,89,173,68,4,28,10
ALLE_1387,2017/4/29,63,149,51,3,26,6
ALLE_1541,2020/2/18,94,124,52,1,40,6
ALLE_1378,2015/2/18,84,154,61,4,48,16
ALLE_1534,2018/4/26,50,112,57,3,23,6
ALLE_1539,2019/7/25,66,156,67,3,55,7
ALLE_1532,2017/10/28,49,125,67,4,42,12
ALLE_1381,2015/10/29,101,148,54,7,30,7
ALLE_1536,2018/10/25,30,149,52,2,29,8
ALLE_1377,2014/10/30,66,175,84,6,33,7
ALLE_1533,2018/2/20,53,203,72,15,41,14
ALLE_1376,2014/7/31,84,157,56,5,27,5
ALLE_1537,2019/2/19,70,164,90,4,44,9
ALLE_1379,2015/4/30,76,125,45,3,24,4
ALLE_1386,2017/2/9,68,208,79,24,47,12
ALLE_1538,2019/4/26,44,137,57,1,40,6
ALLE_1540,2019/10/24,53,148,45,1,30,7
ALLE_1535,2018/7/26,63,134,53,4,30,7
ALXN_1089,2012/2/9,136,137,91,15,63,10
ALXN_1092,2012/10/24,113,156,91,20,65,11
ALXN_1403,2017/7/27,93,207,91,7,85,12
ALXN_1245,2016/2/3,75,128,56,8,70,10
ALXN_1238,2014/4/24,62,133,60,10,46,2
ALXN_1094,2013/4/25,99,140,71,31,66,14
ALXN_1575,2020/1/30,81,136,63,3,49,11
ALXN_1577,2019/7/24,87,125,81,14,50,9
ALXN_1243,2015/7/30,104,153,66,11,60,7
ALXN_1610,2013/7/25,82,153,76,12,53,12
ALXN_1237,2014/1/30,119,148,78,13,85,7
ALXN_1244,2015/10/30,105,119,54,10,61,10
ALXN_1239,2014/7/24,78,110,58,11,42,4
ALXN_1578,2019/4/25,95,153,102,6,56,10
ALXN_1090,2012/4/24,101,124,60,13,52,10
ALXN_1552,2018/7/26,94,153,105,18,39,12
ALXN_1241,2015/1/29,86,136,58,9,59,10
ALXN_1579,2019/2/4,82,123,92,8,55,10
ALXN_1576,2019/10/23,68,148,86,13,52,10
ALXN_1404,2017/10/26,92,146,105,8,61,5
ALXN_1240,2014/10/23,61,120,58,11,35,10
ALXN_1580,2018/10/24,99,164,101,21,45,12
ALXN_1246,2016/4/29,100,132,71,0,51,5
ALXN_1242,2015/4/23,113,155,59,8,49,6
ALXN_1091,2012/7/25,115,103,84,29,46,3
ALXN_1609,2013/10/24,84,169,71,22,71,11
ALXN_1402,2017/4/27,95,186,72,13,81,10
ALXN_1551,2018/4/26,93,162,94,16,48,16
ALXN_1405,2018/2/8,77,171,115,11,46,8
AMAT_2860,2015/5/14,88,278,93,11,50,3
AMAT_2864,2016/5/19,68,265,107,6,61,12
AMAT_2702,2013/2/13,70,240,64,3,60,2
AMAT_3005,2017/2/15,74,227,95,4,40,8
AMAT_3007,2017/8/17,39,197,79,6,27,5
AMAT_3008,2017/11/16,65,244,41,7,42,4
AMAT_2699,2012/5/17,77,111,72,9,43,8
AMAT_3016,2019/11/14,67,199,73,13,44,4
AMAT_3003,2016/8/18,77,315,110,2,45,3
AMAT_3015,2019/8/15,42,193,50,4,26,4
AMAT_2853,2013/8/15,65,280,78,3,71,3
AMAT_3004,2016/11/17,70,205,110,3,47,2
AMAT_2859,2015/2/11,65,189,82,15,34,4
AMAT_2862,2015/11/12,66,256,79,12,46,3
AMAT_3011,2018/8/16,58,153,57,6,41,8
AMAT_3010,2018/5/17,74,171,75,6,34,10
AMAT_2703,2013/5/16,82,226,60,6,69,8
AMAT_3017,2020/2/12,70,229,63,7,37,13
AMAT_3009,2018/2/14,66,178,54,2,46,13
AMAT_2861,2015/8/13,121,214,109,6,57,3
AMAT_3013,2019/2/14,77,149,59,2,64,8
AMAT_2856,2014/5/16,91,290,91,15,62,4
AMAT_2857,2014/8/14,45,216,75,3,40,3
AMAT_2863,2016/2/19,62,185,72,10,41,5
AMAT_2698,2012/2/16,89,128,95,9,39,2
AMAT_3006,2017/5/18,70,220,84,3,39,22
AMAT_3012,2018/11/15,78,143,82,4,45,12
AMAT_2858,2014/11/13,55,261,74,10,34,1
AMAT_2855,2014/2/12,106,236,87,17,55,14
AMD_160,2014/10/16,97,159,83,4,53,6
AMD_453,2017/5/1,70,123,56,2,42,8
AMD_75,2012/10/18,125,140,121,6,75,7
AMD_705,2018/10/24,64,145,62,1,35,7
AMD_457,2018/4/25,58,141,57,0,32,5
AMD_702,2019/7/30,61,102,74,0,36,4
AMD_455,2017/10/24,69,132,52,0,48,2
AMD_706,2018/7/25,77,133,69,1,35,3
AMD_73,2012/4/19,51,189,86,5,47,13
AMD_295,2016/7/21,71,142,76,1,31,4
AMD_78,2013/7/18,76,171,71,3,59,12
AMD_456,2018/1/30,68,135,72,1,41,5
AMD_704,2019/1/29,67,163,69,10,54,2
AMD_292,2015/10/16,102,133,87,5,44,11
AMD_290,2015/4/17,115,139,94,4,41,3
AMD_74,2012/7/19,103,144,80,2,67,14
AMD_291,2015/7/16,89,121,70,2,56,10
AMD_158,2014/4/18,61,178,83,6,40,15
AMD_452,2017/1/31,77,134,48,1,38,1
AMD_454,2017/7/25,65,137,61,2,40,5
AMD_703,2019/4/30,52,105,57,0,36,6
AMD_3,2013/10/17,57,152,53,0,74,8
AMD_157,2014/1/21,42,154,55,4,40,7
AMD_72,2012/1/24,76,210,62,1,44,11
AMD_294,2016/4/21,88,140,89,10,54,8
AMD_296,2016/10/20,48,120,49,4,31,3
AMD_76,2013/1/22,82,162,66,5,48,8
AMD_293,2016/1/19,76,161,76,8,37,6
AME_2268,2018/11/1,60,200,80,3,15,6
AME_2265,2018/2/1,59,237,82,0,40,4
AME_2258,2016/4/30,133,188,117,3,51,7
AME_2262,2017/5/2,66,238,70,5,22,1
AME_2272,2019/10/31,79,192,76,1,21,4
AME_2271,2019/7/30,71,185,58,2,26,3
AME_2105,2015/10/27,102,125,87,1,35,4
AME_1926,2012/10/23,93,153,80,1,63,4
AME_2267,2018/7/31,53,188,42,0,16,4
AME_1925,2012/7/24,57,93,50,2,34,3
AME_2330,2014/8/5,50,170,68,3,32,3
AME_2259,2016/8/4,96,197,91,1,27,3
AME_2263,2017/8/2,56,169,59,1,20,2
AME_2331,2014/5/6,39,138,65,1,36,5
AME_2266,2018/5/2,32,186,73,0,14,1
AME_2332,2014/1/29,36,138,75,0,28,2
AME_1928,2013/4/25,74,137,71,1,37,5
AME_2261,2017/2/7,82,243,99,4,34,3
AME_2257,2016/2/5,120,169,118,6,64,8
AME_1927,2013/1/24,89,174,94,5,43,3
AME_2270,2019/5/1,88,187,98,1,36,6
AME_2273,2020/2/5,110,163,85,1,23,4
AME_2333,2013/10/29,58,174,82,1,28,2
AME_2264,2017/11/2,57,251,65,0,33,2
AME_2104,2015/8/4,101,157,79,2,30,5
AME_2269,2019/2/5,73,192,75,3,37,5
AME_1923,2012/1/26,95,176,70,3,34,5
AME_1924,2012/4/26,69,161,82,3,28,3
AMG_582,2018/7/30,75,197,59,2,61,19
AMG_420,2014/4/29,76,235,100,3,35,9
AMG_421,2014/7/29,52,218,85,2,37,11
AMG_585,2019/5/6,86,197,61,4,37,10
AMG_418,2013/11/5,43,131,69,1,46,6
AMG_423,2015/1/27,85,378,143,7,101,20
AMG_577,2017/5/1,87,190,88,2,42,9
AMG_588,2020/2/3,82,157,61,3,51,4
AMG_584,2019/2/4,120,219,92,6,28,14
AMG_580,2018/1/29,78,220,88,20,38,19
AMG_430,2016/10/31,61,151,67,4,39,5
AMG_428,2016/5/3,81,196,90,11,40,9
AMG_419,2014/2/4,51,213,77,16,39,5
AMG_422,2014/11/3,82,185,113,6,44,9
AMG_578,2017/7/31,85,191,76,2,23,5
AMG_416,2013/4/30,58,193,103,5,48,9
AMG_245,2012/1/31,76,201,95,6,26,4
AMG_415,2013/1/29,51,167,104,2,38,5
AMG_417,2013/7/30,60,177,85,3,40,9
AMG_426,2015/11/9,87,169,78,4,24,7
AMG_248,2012/10/31,54,171,76,2,28,9
AMG_429,2016/8/1,94,139,109,5,43,5
AMG_579,2017/10/30,68,185,86,4,39,13
AMG_586,2019/7/29,91,154,75,3,39,5
AMG_425,2015/7/28,78,212,94,2,66,9
AMG_587,2019/10/28,56,173,70,5,31,8
AMG_246,2012/5/1,68,223,89,5,33,9
AMG_583,2018/10/29,130,208,103,5,44,14
AMGN_1737,2015/1/27,114,132,77,34,56,16
AMGN_1735,2014/7/29,93,125,61,5,72,10
AMGN_1915,2017/10/25,147,194,90,19,45,18
AMGN_1660,2013/7/30,108,105,66,16,65,13
AMGN_1738,2015/4/21,99,141,71,15,48,8
AMGN_2253,2019/4/30,130,167,100,21,55,16
AMGN_1740,2015/10/28,114,143,78,19,42,14
AMGN_2256,2020/1/30,128,228,82,13,60,17
AMGN_1656,2012/7/26,109,149,60,9,41,7
AMGN_2336,2018/10/30,132,230,70,15,59,12
AMGN_1913,2017/4/26,180,253,123,28,81,28
AMGN_2337,2018/7/27,149,172,104,17,50,20
AMGN_2365,2013/10/22,103,121,63,14,53,13
AMGN_2102,2018/4/25,106,145,102,13,45,14
AMGN_1741,2016/1/29,143,178,86,16,69,16
AMGN_1739,2015/7/30,84,156,66,14,36,5
AMGN_2335,2019/1/29,132,221,85,26,67,15
AMGN_2255,2019/10/29,113,193,98,8,72,8
AMGN_2254,2019/7/30,126,196,79,21,66,12
AMGN_2101,2018/2/2,154,269,111,19,91,26
AMGN_1910,2016/7/27,95,155,69,25,40,17
AMGN_1909,2016/4/29,108,139,79,20,52,12
AMGN_1736,2014/10/27,84,64,36,10,28,3
AMGN_1912,2017/2/2,143,214,114,33,62,26
AMGN_1658,2013/1/23,75,103,43,10,37,5
AMGN_1911,2016/10/27,146,181,67,34,54,19
AMGN_1914,2017/7/25,104,186,85,20,56,13
AMGN_1654,2012/1/26,108,169,65,9,53,1
AMGN_1655,2012/4/24,88,174,63,7,44,7
AMP_1946,2012/7/26,109,158,98,17,66,19
AMP_2126,2015/10/22,95,193,109,8,64,7
AMP_2287,2018/7/25,80,192,100,24,46,10
AMP_1949,2013/4/23,88,296,99,7,95,26
AMP_2283,2017/7/26,76,184,74,9,35,10
AMP_2118,2013/10/30,45,172,56,1,25,10
AMP_2292,2019/10/24,92,189,108,12,54,8
AMP_2291,2019/7/25,62,186,73,7,61,20
AMP_2120,2014/4/29,42,97,40,5,26,8
AMP_2293,2020/1/30,48,182,75,4,52,9
AMP_2286,2018/4/24,75,168,75,16,45,9
AMP_2124,2015/4/23,94,149,107,30,47,16
AMP_1944,2012/2/2,129,184,138,6,66,15
AMP_2119,2014/2/5,28,178,55,3,27,9
AMP_2125,2015/7/23,103,237,100,23,70,14
AMP_2285,2018/1/25,61,176,43,13,48,4
AMP_2288,2018/10/24,91,228,116,24,47,12
AMP_2127,2016/1/28,120,194,129,21,82,23
AMP_2289,2019/1/31,99,167,76,8,54,10
AMP_2129,2016/7/27,84,116,77,15,68,18
AMP_2117,2013/7/25,58,173,70,7,63,19
AMP_2131,2017/2/2,70,158,76,19,54,9
AMP_2122,2014/10/29,51,129,71,4,18,6
AMP_2290,2019/4/25,90,190,110,10,98,9
AMP_1945,2012/4/24,76,208,117,3,70,10
AMP_2123,2015/1/29,64,244,86,17,59,11
AMP_1948,2013/1/31,60,129,84,11,43,10
AMZN_1467,2018/4/26,58,93,48,5,20,4
AMZN_1639,2012/10/26,57,75,60,2,21,3
AMZN_1468,2018/7/26,46,107,46,4,14,1
AMZN_1470,2019/1/31,45,90,42,5,22,4
AMZN_999,2014/7/24,33,94,67,3,22,1
AMZN_1472,2019/7/25,47,82,53,2,28,0
AMZN_997,2014/4/24,76,100,58,5,20,1
AMZN_1465,2017/10/26,60,82,62,4,28,1
AMZN_1635,2013/4/25,50,67,56,2,37,1
AMZN_993,2013/10/24,52,83,58,2,33,2
AMZN_1584,2016/10/27,56,67,55,1,30,0
AMZN_1474,2020/1/30,50,78,43,3,33,2
AMZN_1469,2018/10/25,45,73,49,3,22,2
AMZN_1637,2013/1/29,42,60,46,2,37,2
AMZN_1141,2015/7/23,83,137,69,4,37,2
AMZN_1139,2015/4/23,81,111,76,3,28,2
AMZN_1145,2016/1/28,95,122,77,3,28,4
AMZN_1585,2016/7/28,66,102,63,5,29,4
AMZN_1137,2015/1/29,64,82,54,3,34,4
AMZN_995,2014/1/30,57,96,66,3,48,5
AMZN_1466,2018/2/1,40,90,52,6,30,5
AMZN_1582,2017/2/2,69,82,44,3,25,0
AMZN_991,2013/7/25,49,115,50,4,22,1
AMZN_1588,2016/4/29,100,111,70,5,31,2
AMZN_894,2012/4/26,63,94,59,3,23,1
AMZN_1473,2019/10/24,42,68,36,4,27,6
AMZN_1322,2017/7/27,61,59,46,2,15,1
AMZN_897,2012/7/26,48,65,55,7,42,1
AMZN_1001,2014/10/23,61,117,61,3,29,2
ANDV_2206,2017/8/9,71,195,97,8,73,15
ANDV_2207,2017/11/9,60,135,73,7,46,7
ANDV_2209,2018/5/8,5,52,20,0,11,9
ANSS_2051,2016/8/5,73,105,64,11,57,5
ANSS_2043,2014/8/5,40,75,50,4,17,3
ANSS_2190,2017/8/6,80,164,86,6,45,10
ANSS_2053,2017/2/23,78,149,86,7,39,13
ANSS_2052,2016/11/3,87,115,104,2,53,10
ANSS_2042,2014/5/1,40,69,47,2,12,5
ANSS_2044,2014/11/5,51,112,83,8,34,12
ANSS_2040,2013/11/7,78,75,108,2,27,6
ANSS_2049,2016/2/25,120,112,95,16,36,10
ANSS_2045,2015/2/26,56,104,109,5,38,12
ANSS_2050,2016/5/5,102,97,79,5,28,11
ANSS_2039,2013/8/1,64,71,94,2,21,3
ANSS_2041,2014/2/27,75,95,99,1,43,10
ANSS_2199,2019/11/7,72,157,60,9,26,11
ANSS_2191,2017/11/2,73,168,71,5,64,3
ANSS_2046,2015/5/10,71,84,89,7,24,8
ANSS_2341,2012/8/2,64,88,103,4,42,3
ANSS_2038,2013/5/2,68,46,66,6,29,3
ANSS_2195,2018/11/8,80,184,60,1,24,8
ANSS_2194,2018/8/7,86,156,70,8,36,11
ANSS_2198,2019/8/6,90,151,65,1,32,8
ANSS_2342,2012/5/3,52,69,67,5,31,5
ANSS_2196,2019/2/28,65,138,66,4,32,7
ANSS_2047,2015/8/5,61,78,78,0,36,7
ANSS_2197,2019/5/2,79,155,61,0,30,9
ANSS_2340,2012/11/1,85,82,105,3,25,6
ANSS_2189,2017/5/6,89,185,81,3,47,16
ANTM_2180,2018/1/31,67,333,88,23,101,8
ANTM_2315,2016/4/27,92,145,132,27,60,6
ANTM_2037,2015/7/29,76,145,110,8,26,0
ANTM_2310,2017/7/26,91,143,108,33,64,15
